Company_ID,Revenue (USD),Net Profit Margin (%),Investment in R&D (%),Market Share (%),Debt-to-Equity Ratio,Energy Efficiency (%),Smart Grid Implementation Score,Innovation Index,Digitalization Level (%),Carbon Offset (tons/year),Renewable Energy Share (%),Emissions Intensity (kg CO₂ per MWh),Waste Management Score,Employee Satisfaction Score,Community Development Investment (USD),Workforce Diversity Index,Sustainability Certification,Sustainability Score
C11,215639098.01506644,6.636283254588067,1.63865840348237,11.02228743503938,,,1.0,8.9652231235679,13.972056697895407,3622.111701346576,96.61780248345369,376.2403489342224,4.104931145413417,9.2618892143945,9541995.733920587,0.8525106362892052,1.0,40.1329534306162
C12,9699399423.098324,29.63004023989941,2.190410865651736,5.823891307969196,1.2365406325373365,85.33020644971089,5.0,33.735907835727964,9.612585173215148,2019.055026237496,82.1031947096431,360.7282572384758,1.9252991543813949,8.114530304136906,9904752.663295148,0.5798327412668638,1.0,44.95315752937298
C13,8326101981.596213,28.3217801905984,,6.204854330490609,2.121774707200143,76.76738840308283,6.0,8.970091901484578,,1073.722512041787,20.44834611958235,419.0150698059393,7.451327484984,8.285385759270493,8078519.419732054,0.5203463368715742,1.0,28.72645801114439
C14,2131267715.675979,1.182804341055177,3.645662051234308,7.123874218701895,,,8.0,96.15437228811096,93.36789061329353,1779.841954161183,18.616503574607023,223.92900874193447,1.2705626535767434,5.6970785056993325,1889959.849987776,0.9307257945453972,0.0,31.6184525013406
C15,1826431422.398935,21.16725517547065,11.115992963229123,12.46371973608724,1.9603629956431297,59.82434834781056,5.0,80.72616493262504,54.23865601904387,1420.520746137165,12.566114557958274,543.8005371911917,1.038737902788105,3.0605919821617587,2127695.392784621,0.9324277829788152,0.0,27.149707353353605
C16,1842211053.435804,27.757449522469976,8.810816449413425,6.747594316808507,,60.587293102620976,2.0,45.963275435646025,,880.4464397192696,13.837856254191838,354.9069733732239,7.101450375965034,2.177991151164216,3408850.162808696,0.9693301253516604,0.0,24.908802923298317
C17,3049380007.165782,5.417260353820006,,14.680711106746578,2.6696497155591974,52.07486627549532,4.0,22.36025483236711,14.112611829932186,3716.664567828284,74.81617990286962,696.6557444834306,2.0883702045198382,3.272000220389292,3188143.988021573,0.1253788841081876,0.0,27.00653758170441
C18,5252316752.006056,17.038356916578884,,8.150094972920005,2.697500838373188,66.10337675978649,3.0,93.34551052498522,,1260.3494342508577,46.96542569516235,629.5868620404714,3.0677275135283235,6.284954300890621,9565712.213289311,0.1605578107631702,1.0,37.395687152358114
C19,4325130736.234736,,1.4146445387343003,1.4602286861681766,0.9621328924158468,77.98723306668374,4.0,34.45965957269718,81.01400907454612,2270.837350838819,78.29341727398672,527.3592148645121,4.752274670017402,1.7265653583239893,7892849.088988119,0.6767366986798866,0.0,38.05146721409966
C20,2919379110.5784388,1.0183793575739652,13.612004037336192,15.696820865433732,0.7669818864933975,92.89674569986644,7.0,16.098443168737475,8.757456298623822,1929.2972341805453,,354.94155585466126,4.493513167295462,2.586402366373216,7242847.833693923,0.5414344766098449,0.0,34.69460254603257
C21,6122410418.276571,20.9226080174052,19.30449425005746,5.786590659394848,1.2927815189920706,83.34637237293404,7.0,56.31643884539549,63.3849818735324,4910.386893178154,60.46127135052216,246.95228217143907,7.085791250649992,4.680608627954644,1867772.608340737,0.0184659048932359,0.0,33.79215296113806
C22,1403543667.913898,8.920470221176522,11.643195485774998,8.712060904025325,0.7975415970224312,71.76981616998756,5.0,94.3774120344816,91.46164545151916,1955.4612207411024,68.63666065786795,643.306304873936,6.2343179344336095,2.330500985246156,9096160.338029671,0.0619750359895193,0.0,36.5155169254706
C23,2928525038.8668294,,18.799626778628745,13.74033327611584,,97.65600571970688,0.0,,20.865191315843106,399.91241398377394,1.8355724379141791,440.48636929376056,6.443961622818657,5.886436697160616,8280425.091266677,0.8880803822588051,0.0,23.297949918528005
C24,3669954814.50398,29.131747354961032,,6.7158775272593685,2.495587585190028,85.96226002879159,7.0,23.812484325399875,66.52728362369108,449.1287628604201,31.1777646805022,,7.140543306554573,9.2317602845633,1644781.9948659576,0.8688707955393863,1.0,
C25,4566139142.328189,28.32799467340302,8.957073062409066,1.2260545573196409,2.051967179642529,96.5082601431275,7.0,93.84476404104076,7.869857670750946,2953.768606765324,63.78221792594102,,,7.480893657031265,8712991.616290115,0.3572709219960451,0.0,42.89231371545973
C26,7853907854.316206,14.226426499723914,5.942998028278972,7.541028835554989,2.4906162970231134,76.37939866360828,1.0,17.108596685716204,60.3755143837613,2996.817758691328,0.93449534862442,215.7806331509513,3.2233331180047364,,2729752.888341008,0.8910506169305347,0.0,19.96343187985456
C27,2004741083.7620137,25.861279529679404,14.885598334633864,18.89452679561664,1.251277270401675,62.94521373965698,3.0,11.324345163981986,16.393172095320274,2093.794952413275,3.2976943682593407,644.0128373439165,,5.827214759837788,817888.7608627394,0.5936750743979018,0.0,17.639512825938866
C28,5147202039.75198,25.33648195605211,19.644644719447687,12.870514506241308,,52.6413343182361,1.0,57.01872157998045,73.5953560515178,2159.2184615601486,85.18879824703832,260.2910297102182,3.0746217303352608,4.879479092570649,6571654.842076958,0.8059056470189019,1.0,43.02529616908999
C29,5928221542.931805,9.573014197297669,5.874071186440708,13.462435058477416,2.240057747453017,86.30424257419253,3.0,86.18438232948299,30.12312947939082,269.66291420435607,68.40248616920718,468.6495844676383,9.849378689708637,1.865638596346597,6541508.547249463,0.4274310711602143,1.0,44.551854920114685
C30,474039623.0727773,24.86746422452032,13.429317428007415,12.682414857389032,1.1453760649105065,56.06514990027671,9.0,,46.33910088046462,,26.536973312034394,416.0824526811395,8.140519264214296,8.947104554268655,958370.7755605248,0.1133983273449087,1.0,28.3443031132664
C31,6079373070.495369,1.1102290414647786,4.763855022435062,4.059943565292792,2.046685393164484,65.13875641359836,6.0,99.45642566845248,59.94305420276217,2523.6973769017586,68.7962840118709,,1.6465468825602958,2.485360020128363,3195329.571276458,0.4337270626460162,1.0,
C32,1713535995.6360424,17.88809635446159,11.741274836860589,8.424843895635373,0.8848674317471203,76.62354539419488,8.0,67.91716995379929,17.12734106662396,747.7465927847227,79.24566691392633,714.008430259836,0.0559415588186951,0.9130887757816076,9928216.477932831,0.4572997979968979,1.0,44.554553153351726
C33,659865413.9229424,6.900265118631092,9.814717247078388,15.043701987430032,0.3355659409393507,78.22082938898738,7.0,7.407490721044773,74.16378186176209,519.1969305546379,30.679428311010128,707.4231730572114,0.4278326824726786,7.500151792286952,6787482.403417282,0.550944193840603,1.0,28.49027996762958
C34,9489366517.1608,3.617006573318364,19.468101262999205,,2.978487206914514,80.0291598493568,8.0,99.28321316819752,30.264034063681457,617.8624529974525,3.603737749918745,415.7532502774018,2.440634510429253,1.756155343311664,7303450.914367259,0.105582712904428,1.0,29.918069104466408
C35,9656664010.414848,2.3085960488762747,12.562018181232864,5.629270244185273,,58.31276651748503,7.0,,,505.1412324562926,93.27791246877344,110.75637551430631,1.1429128583685657,3.71895999541176,,0.9914018630496114,1.0,42.7192545861634
C36,8085889507.683447,20.888663276344197,7.640621069649557,5.598750258470486,2.966420882494095,68.98687024108244,,28.740253384548254,15.828305069937365,3048.540977683799,34.51798382956305,,5.333381148925721,0.2828492829097973,797032.8893291041,0.2441368208069063,0.0,23.855866238256983
C37,3053091554.041973,10.196248913041984,3.1678199128707343,8.697176659130669,2.934111804442697,80.85971135584833,6.0,55.78791835778856,68.81176592063503,982.4132620145932,10.648176328470637,524.3354761968983,8.579952227273587,,2776247.880511967,0.1985524035370929,,23.0861146904994
C38,985744418.9237748,21.743003145862843,3.8736897459637567,19.609337944749484,2.402072501333315,98.49094323168924,1.0,30.43075918208643,12.818807281046174,1257.1507609373173,49.18568713931474,490.4353313686432,7.367502209132274,1.7320363075991208,2496494.868079988,0.5268029188559366,1.0,38.14197140893151
C39,6845487934.856447,1.960690223968271,5.281021669073467,1.4433006790080567,2.0123265900377927,,,8.645750712015232,42.53564962699837,867.8607207571987,,555.9352740601439,2.156090630821904,0.5441012775017795,2353095.5664730505,0.5372081793948886,0.0,33.325938810342976
C40,4407123412.458617,,5.768366565465662,10.42214978817384,,96.1301878546979,1.0,,24.72060737388768,4789.176522242516,22.16473146175592,207.8530127311585,3.992992560257859,6.566569566228452,1935615.675651525,0.4398207378332442,1.0,27.73649149411258
C41,1229161966.0993404,16.184738771260115,17.161705098981617,3.669357172042988,,88.11060291570885,3.0,44.95833529202623,74.83752494281826,4273.087315759177,26.949005013336336,552.5745691465128,5.078942095312776,8.370077958031173,,0.7718921463252545,0.0,29.840201048128076
C42,,23.721694945168903,11.663232977367974,19.41646325365391,0.939374612696515,79.58584844462003,0.0,83.68634222265922,26.203500450687457,,24.27149867985832,227.85613312064052,8.102058495033354,3.7331540636594096,3287753.7236597994,0.5166544007286027,0.0,30.87240103720812
C43,353541325.9410317,9.562575087962095,10.944427316112964,2.3547397440765376,1.4562755162061434,59.60116845681723,4.0,57.23151856300765,88.17173063953962,,99.16730528316782,625.3667864877243,8.391216031061647,8.745764767182006,8205246.700324829,,1.0,45.16863434090647
C44,9094110816.767033,18.776741293110277,3.180608565515132,8.131659946995665,1.896230911162856,83.33428259462565,5.0,99.92072989434408,89.18202114066128,1049.4642115249858,19.74037337305425,337.361329283876,9.09718311907776,2.1334657456012653,1847634.704295366,0.7237463854077856,0.0,33.09061028803778
C45,2595212016.184169,26.579332447085616,17.342654173639264,14.783911198208662,1.2924523800215242,81.16897829799535,8.0,28.68466456472,19.644131522278585,2459.3797973041187,57.5520216966124,596.9268033670176,5.092452505028752,3.253904235612395,4651624.43797676,0.0250251015638666,1.0,35.78717535195257
C46,6628597620.69628,18.475895645469137,14.73347176096119,14.12063311774616,1.3397107168617772,80.12345852286333,9.0,28.04550647600553,61.38459450077243,98.05266237126796,92.52646416569644,133.50591923427496,,1.507369930311684,146441.78589653905,0.5706441825450448,1.0,44.359000695469824
C47,3123993650.1332154,6.988784242609013,2.28569887610003,8.512299874189251,1.0578255357560449,74.48929339941203,7.0,,8.771764171996432,3356.8400444839785,14.689656887777923,385.50201791363935,1.1180037123393716,6.205591954189986,4822006.401327369,0.8841944712283692,0.0,22.135950873602415
C48,5205479531.56633,0.7320234466961406,14.448866847365604,6.995830942259092,1.7362722683851546,76.43283019946378,,16.40635882653352,,2615.790749088208,97.08541978677002,593.5241655843329,5.6528895995398205,4.198695908703068,567823.8265559791,0.0173887429254339,1.0,38.303760895963656
C49,5471635690.639363,26.102966217027895,11.327226129510276,8.012486333202125,2.5666661312438364,66.7221263559052,,28.51865960100478,71.33217295012723,4493.194641505516,94.74772343956246,258.8093614320459,2.486918094711351,,9777457.88360771,0.4051821038009611,0.0,37.36579721444325
C50,1856696010.700015,0.6380823255116141,2.5527815691887867,5.359097636856921,,75.96563463211515,1.0,,,821.9634216420707,88.45719870582626,656.7009313580558,4.317168850266111,7.616749053941836,,0.92622745020583,0.0,
C51,9696150431.36794,26.24105018052598,9.707712189044472,4.186125480265315,2.80985581238498,59.87779528392392,6.0,90.57567906364478,62.47006694066079,4020.5462303056574,21.455652133000225,,6.340505083067194,5.457030160329484,4906213.651598189,0.3531544022825378,1.0,33.15543209976814
C52,7753576905.377535,15.86811402081636,10.209229455470892,9.712489981421909,2.098354195869866,,3.0,97.50871697076812,28.25408636624436,,63.405505601098334,511.2932405048588,2.569859378537811,6.276303549017879,875007.708211709,0.4587288242002408,1.0,45.63729485237052
C53,9395594426.22625,28.172030955386884,4.149716263102239,5.443821745745385,,59.28884773493539,9.0,23.228965409645262,37.8024949434402,635.9059460844346,76.08914729612401,347.48419794303595,0.5218505779676108,9.352503143943329,5928529.953496238,0.9815413930443128,1.0,40.84910740496025
C54,8949325230.772211,23.96349707320996,18.968264793005364,5.820487131455277,1.7129530086270337,54.24831449447332,,88.12975456140917,10.294614470028618,1992.7961207206376,98.60279281964296,437.7160292667823,0.1023385640875751,2.990643096088431,,0.1993238589505738,,
C55,5983020788.322741,29.938023316000123,17.14953205813258,13.169445663143684,2.360598434129784,71.81230131785787,6.0,32.82550892773371,71.9022820433601,850.7632057225844,18.04238220813704,518.1445106844972,0.2215953554452154,3.5916393863395317,1915265.3575174052,0.0652551891250059,1.0,26.869375814269613
C56,9219523607.880938,10.521354463551305,13.711424409253056,19.37389290082785,,82.91537197530309,2.0,,,1273.6025022877443,76.60258995192964,430.7234797404233,,7.177033617093369,5686401.324467033,0.8594225908613043,0.0,35.0828242483468
C57,894040095.4986758,23.015648667933807,9.783615659011536,,2.473303231860652,71.88584124667707,9.0,87.00249255201656,70.87656323456545,1316.2308741527218,,588.8193267583921,1.1035505655787547,,8143966.874844851,0.8684653412123685,1.0,39.57106904414957
C58,1967868795.5672605,12.057927408277266,8.823545290105661,1.6318913945928288,0.2164026913475629,63.83770659756543,1.0,63.61056346436186,24.89435247968728,2781.181970128864,17.56264655680023,403.58785317487167,,1.7853290453971482,,0.4720778346800132,0.0,23.70867413614809
C59,461820616.2162753,14.396268609117266,13.36849587586813,1.6041139156959328,2.6807487914523014,77.90855919452204,6.0,16.47308960810617,32.443822863506625,2057.054658802328,42.13769412138549,241.59122721942128,2.212215141822992,3.7614731001049018,8031890.258492857,0.5142071744772863,1.0,32.07207332258522
C60,,18.825163896551103,11.363205518731204,19.03332209482676,2.9766919669920657,67.35011677061,4.0,,33.42153372601147,4738.664020031527,79.38359121486164,249.75364796073308,9.867965941798968,4.67838013124715,8794441.014448501,0.835806369617836,0.0,37.90613592581287
C61,3892886123.997925,26.21031342559016,2.1831890117558266,6.016086727115939,0.9527956403126556,96.64338450633166,0.0,28.725769487706764,2.57424097472162,631.8507097350257,46.48498037040522,104.06263819005876,3.0600610520894325,4.193898379683894,9377444.200573107,0.7385594981157951,0.0,33.811479713556785
C62,2720776827.4212203,29.52250407597885,10.737550326636304,1.932133023041261,0.7099238132288016,96.1322569801786,0.0,73.6794568710197,34.10478728306236,,53.75231002030485,310.6704008910707,1.274207833593991,1.782748083220408,4061156.340483324,0.2651490022170106,0.0,37.17214726973756
C63,8289087716.427774,23.048202415935545,16.32166872742395,12.020987284292591,2.319553755188318,,8.0,45.341623062426805,80.33045735180335,1153.1932010713197,99.51594102001212,624.2423483349637,,9.244300917842622,,0.0168933550715184,0.0,39.91402266167314
C64,3573965733.6689568,,9.725557674342204,12.510610687976294,0.8337763886687343,66.39419970091292,4.0,,89.72984957497385,3864.3696819092656,39.9109299557426,655.9138961863267,8.579574553975084,,7908688.665195652,0.4797001625335457,0.0,33.09148909832456
C65,,12.640710068312105,1.9871749735311,13.005245920361894,2.61013091119939,86.85662069783196,0.0,5.474498225959512,51.821831563592745,1694.849630864107,61.54007547092398,241.72727946702503,6.780603767876752,4.813558321078522,6974426.741318374,0.8589123260956414,1.0,37.37102010027864
C66,5431533870.750902,22.127469047666743,15.93928578829663,5.421300354365071,0.3982435172566825,51.83564717415333,6.0,35.50152661362467,45.55016952192202,715.4069770865696,36.52442016153719,,2.960820891354503,6.800610283068366,9955247.080361145,0.8958346766901621,0.0,
C67,1417833007.4978788,7.163314373049071,4.825911860583513,0.4007026158680531,0.4652700695001389,,8.0,48.19001671099774,3.082461869937025,4289.445926231199,39.27856463287049,451.6819554360887,5.61616159791455,8.972826721355219,146639.73453539496,0.956226197076154,1.0,35.76972596837719
C68,8023947837.732857,3.31422339394184,5.913795862872737,19.30380585214399,2.939539509791785,66.81616971351667,10.0,50.31335547483198,87.92043375853827,,69.56407534454081,741.8851243129518,7.148559742004092,1.3617414236157122,3557780.821004749,0.8795632376127812,0.0,35.29921870020817
C69,754760930.3609105,10.638664729223295,4.129420715213622,5.092771609252939,2.054132804983013,96.02679425512773,,31.59358223856368,1.301021342587272,3294.277021134211,,594.7356973031417,7.281044923677423,2.503730507069777,2817468.9834393226,,1.0,45.91531335414535
C70,9869000496.639168,8.617169749622452,7.274086232558453,,2.5559729508439637,50.600151363634126,9.0,72.9240249097568,94.47500802102118,2832.218425433133,54.23589504923214,605.7033961156892,6.665384552976889,5.42701247256645,2630535.3431536905,0.4446055992361009,0.0,30.45049579494483
C71,7724725245.273607,8.889243613679703,15.378278608084065,14.16193441058632,1.0405551943194022,77.64074378591745,,87.47470734889747,48.92162486880907,2358.781546954372,76.83999289487798,159.53053491424978,8.70810424775618,7.990103713523586,2233072.527163869,0.774849846534099,0.0,41.7713185002136
C72,1995169658.5263824,7.008232531497298,10.86833133057481,12.239147599881765,2.0618028736097527,87.03317905333131,2.0,93.8719301977863,34.19344935747266,2479.097363242696,8.920655881696382,253.99378882785143,8.701054583441044,0.3625489544152738,7094147.169744139,0.7398216343655964,,34.634120014475336
C73,65165950.06478797,,4.892744208863538,6.326857144851599,1.823301299194932,,4.0,80.50933767995262,92.421843484266,3661.1895704614376,21.115803743192696,106.17038330613084,5.789365594070032,9.840181501963606,856747.1380204653,0.5381434300814544,1.0,32.45304085408318
C74,,0.5362180420024143,17.678771484888777,5.494815449904908,1.8491353483565465,,6.0,85.05801973065994,2.4390993110096737,438.8645706172029,50.213164091953246,601.2893483337162,4.298563691112123,4.549066028823972,7418672.25109395,0.0873273725584691,0.0,28.592531283221145
C75,7071504865.037695,29.631671692080943,17.712055244079053,11.99359882578379,2.0793441326593927,98.62306950139512,7.0,55.05453006199955,58.14248948690871,3340.903309789526,2.001172362877479,341.10680189995696,6.415702955650998,3.59231140621723,6937324.161742572,0.9260813467869188,0.0,29.839988733307948
C76,7292781608.729464,12.83319401207587,17.54099007587413,17.33530310887266,1.7685416020743858,75.90052156880489,1.0,82.58882264268146,54.89325244993376,4479.060506992893,25.28549787625588,650.6567612534427,8.182120013704631,,,0.4556025375016621,1.0,34.04363704734527
C77,7714990763.392598,11.52979941479045,,18.940001205575573,1.3442808709777312,80.70931221595058,6.0,30.350390914795224,21.932040121138208,288.9409850993208,51.74012898249661,337.2553539559184,0.0565210484118472,1.7435670765087163,2535809.493819961,0.3633337819162643,0.0,29.275905452368825
C78,,20.38941848079209,9.573547539438774,2.207525507634777,0.9001758137035858,61.830489135375366,0.0,39.84787621092144,42.88874313502106,703.2666961683337,1.4961198256300712,673.5336266092028,,7.915739089300279,6292317.247591577,0.6295673951687717,0.0,19.95176510179955
C79,3591072628.157284,6.547616635951925,,3.1810893906946247,2.328885859648286,74.1749042553402,6.0,31.69130138185443,65.22640059437703,,26.45462862260417,191.4887776238191,1.8289377232919923,,7624089.343781942,0.6738379611669769,1.0,30.160601406164133
C80,1167531904.656046,,15.668237049889816,18.900251549783285,0.75619004700924,71.45747459791609,7.0,46.73873354479255,72.71311968819275,2186.408241223088,51.40308194758695,221.36120973025567,4.702489856599762,4.136447548453982,8766091.274742782,0.2106879170303014,0.0,31.15668550467607
C81,,23.59035043246656,1.5161810032856369,14.75705104386237,2.107827487847801,53.74479210009919,1.0,28.55796162386364,0.0716858706579781,2017.7431040684417,57.314924798124565,338.61357770875554,8.720297348428668,9.524206947534562,8522874.242906213,0.8369388448099562,0.0,30.362598131266065
C82,6236748287.007303,,2.238887233949349,17.671577114112484,0.7766651856830472,55.30801767737336,,96.16114422544469,93.68534300910152,684.8331727211793,92.57516930553057,385.9411722175913,2.2504039904419937,8.237976154350342,9649181.111696891,0.2899370936623778,1.0,44.95214747332973
C83,3315671268.277965,12.52742327354785,9.814696159434323,,1.913457492867916,91.87362598093873,0.0,31.28446280056681,16.45253723928124,,64.53456232506079,344.0919675900849,4.767952239003832,4.810511274763183,5818035.104411746,0.1866839259143167,0.0,32.772389530044954
C84,644947919.3573761,26.37354922686494,18.275183911369645,11.792958835077096,2.266526974674184,61.99099761032952,5.0,9.804453811093982,23.35804342223592,632.7265559818862,41.473580252999376,634.5529227662539,1.3258218018117918,6.740261791261327,9087469.057790192,0.4063998528544974,1.0,29.60084289276085
C85,3116713393.939465,28.34196066874231,11.23533416110157,14.052677928907723,,59.74791357493153,0.0,52.68171660504134,26.347344569384823,2383.102281552702,93.03511771330678,167.8659748387003,3.950763253881926,4.3498417917046295,,0.7305600808974653,1.0,45.14376134303968
C86,,14.022045337496092,10.458437652651517,13.634226520394757,0.273835572497794,75.24557256250696,2.0,5.7099078445176366,,3818.0764948082833,,345.85191374694165,1.7713545479300252,,8947729.566896996,0.9654581784398034,,34.800297672379955
C87,7298765721.59726,18.40234167632123,3.0040002991759813,8.222218648247292,0.4798238546831048,88.43735656812564,10.0,11.054316630858052,12.305212359032492,1291.3217894358174,20.00089211127476,686.0679996608216,3.63627748771157,0.5804633701850381,,0.8092812643714332,,25.474998590285765
C88,6379199138.838579,5.0110183827622565,13.478821989761586,0.4063583446570387,1.857391205085974,53.0973259289494,5.0,21.93893891962463,98.6349922944162,2403.9308408986367,13.084236134881976,146.7579540835204,3.73464216792722,6.962634753005331,,0.9403483776701916,1.0,
C89,8873255298.337502,,16.619960051404284,11.700228530404836,2.563394578054633,78.84039598191279,2.0,46.43502498821417,31.521673737728605,4960.079846984178,67.58116357427329,759.6404553699502,9.931707895983328,0.5282464448413671,4740566.326836319,0.1406058040765267,1.0,39.62235554313961
C90,4727427102.367873,,8.227980142643684,,0.2304907815827306,55.960522142028665,7.0,43.32509323090279,11.530109033904932,3433.252116770186,55.98831655769838,790.421789590409,9.948130293037725,8.170849469196495,7983848.06585268,0.0711767988636767,0.0,26.98029144580731
C91,1204746516.923634,28.28195322405377,15.736625167581222,9.060059498243517,2.2290386512207743,51.82305254128092,4.0,79.96918620027913,10.699126117462333,4206.783856525993,,161.99772167755606,1.1478627866061242,8.249469294605575,1280769.1521844307,0.5577047619066712,1.0,43.11447297068371
C92,7135315424.35772,19.48939946977105,19.32505642411542,19.155862200167963,1.0898240732551512,52.63719760811087,1.0,73.94746538841133,71.94599676699718,2074.238032802729,73.88050500786865,303.89076557901586,,2.370772875562146,3965451.547181601,0.2902974830440343,0.0,
C93,7610242635.682805,18.23210384636577,4.871562723426093,,1.4877322727666151,91.70820541042208,3.0,42.63182939907013,85.45686640326409,,62.521153385751504,360.6804662247493,0.5174547966910115,3.2366278103580024,2721892.0235796995,0.8280549729692729,1.0,42.110928409634994
C94,5617159203.719268,15.380655330495255,10.943262992700085,16.812051972622093,2.7936926945521403,55.89862418140308,8.0,33.37042075756299,,202.5458647066092,98.63821716288922,,0.3019201533718862,4.813103785582933,2923671.117304361,0.6719878714023261,1.0,42.549418778418726
C95,7711962127.746064,6.920094351532761,6.455621203606936,3.8519580544100975,1.0627173637339518,52.2575682206146,3.0,31.64687840614986,2.090951233523497,614.5559127112249,53.35897301104087,517.1487684817137,1.053338942449643,5.966629069324815,1241323.643309309,,1.0,32.9338325137518
C96,,5.295840960165248,16.064233961642948,13.481963910698072,1.4494771084245095,71.8949943571456,9.0,77.3995087294009,22.30900184453558,1015.3529646003108,11.310575650171984,551.0559903447972,9.65485657007934,2.8735366174199672,8059580.68710464,0.2547923557313042,0.0,24.51925972494957
C97,5232100965.52612,6.61458627210526,11.974273951741992,19.542438393334976,0.1396790028059752,92.19967359710124,9.0,,5.651569079675733,2009.7596230760976,82.82735648159884,630.2568759729542,9.408635478946971,5.92486404631925,102330.72266497082,0.4857841143552324,1.0,40.67831710948089
C98,4281134773.401911,5.593147864327635,13.057065933455773,2.1276727073714423,0.3366362880140312,63.1204188244651,7.0,1.2821649510605826,10.339493663004152,4228.724391628816,25.185336234570897,182.585299605918,,,3131929.5152821727,0.5012404774253533,,23.80131766176863
C99,263937076.1735109,23.3875342070026,16.160369032701986,0.265566850321121,,71.08563087629582,4.0,,43.15081198476424,,77.73021481439183,683.2466198371836,1.6167233555371152,0.5549072107106068,1752361.326731986,0.2391767948573762,1.0,43.29516850322536
C100,1087835355.6631114,,8.523438980586644,8.728297573389025,,51.99612662818756,10.0,47.71463759890493,22.991837086163255,,95.71070960000516,593.9338629261008,2.40535086515947,0.0252754983190894,5894499.016677322,0.5900933994880078,1.0,42.13012371806768
C101,323977565.0104752,1.735280296901891,18.386711299733825,1.943247112722207,,72.45392570674379,,13.088113855357598,51.59458785254234,3546.571474017417,69.67955139643412,504.1392076374592,5.155469940751422,,2549981.502119293,0.4432859860792395,0.0,29.93861658202329
C102,6367740008.525167,29.07307890422434,,14.992848558557002,1.3365552347247054,78.88065403185668,,23.556593459450127,25.34937532571904,2930.911770441707,59.60301609498011,722.8147343481396,5.697046320354099,7.922507001640183,2597394.560735716,0.4467215559898736,1.0,37.96012373422784
C103,3150416250.952504,26.51357654890277,4.001141633871612,18.299518410586323,1.689621087911264,78.54535268760723,0.0,93.25039530973824,94.05373011029477,,46.03861756750406,590.214447718665,2.215934304394473,9.614313123833371,4888498.058513234,0.3627366479724836,0.0,35.615544116705465
C104,5090621204.735381,27.83256849585639,14.222083245207246,8.7370173569043,0.6064768390993557,66.62133460871826,6.0,85.9502975624898,90.59439679262644,2885.2667085677213,36.44098659954032,,,4.269661992812193,6530363.503015848,0.016929352425535,1.0,35.26264354801447
